item_title	dscc_id	filename	scan_filename	verson_1	container	box	fda_uri	fda_text	fda_download_uri	fda_download_text	title	creator	date	publisher	place	pages	pdf_pages_start	pdf_pages_end	language	base_url	image_filename	image	image_alt	image_title	isbn	type
Abramishvili, საქართველოს სახელმწიფო მუზეუმის ბიზანტიური მონეტები (1966-1984 წწ.) (1989)	dscc_70f0051f4c_000	dscc_70f0051f4c.pdf	T._Abramishvili-_Sakartvelos_Sakh._Muzeumis_Bizantiuri_Monetebi.pdf	N	Y	https://nyu.app.box.com/file/XXXXXXXXXXXXX					საქართველოს სახელმწიფო მუზეუმის ბიზანტიური მონეტები (1966-1984 წწ.)|Бизантийские Монеты гасударсвенного музеия грузии (Материал, Повтупиший в 1966-1984 гг.)	Abramishvili, T.|აბრამიშვილი, თ.|Абрамишвили,Т.Я.	1989	Georgian National Museum, Georgian Academy Of Sciences	Tbilisi	97			Georgian	TK	dscc_70f0051f4c_000.png	TK	Cover image for dscc_70f0051f4c_000	Cover image for dscc_70f0051f4c_000	5-520-00181-2	monograph
